Title,P_time,Department,Post,news,Url
冷空气影响我国北方地区 局地降温超8℃,12/25/2017,国家应急广播网综合,,人民网北京12月25日电 今年第27号台风“天秤”的中心24日下午5点钟位于我国永暑礁偏南方约135公里的南海西南部海面上，就是北纬8.4度、东经112.8度，中心附近最大风力有12级（35米/秒），中心最低气压970百帕。据中央气象台预计，“天秤”将以每小时25公里左右的速度继续向偏西方向移动，强度维持或略有加强，将于 26日凌晨前后登陆或擦过越南南部沿海。受冷空气和“天秤”的共同影响，24日20时到25日20时，南海中部和南部有7-8级大风，南海西南部部分海域和南沙群岛部分地区的风力可达9-10级，台风中心经过的附近海域和地区风力可达11-13级，阵风可达14-15级。24日20时到25日20时，南海西南部和东南部偏西海域、南沙群岛部分地区有大到暴雨，局地有大暴雨（100-160毫米）。中央气象台24日18时继续发布台风蓝色预警。冷空气影响我国北方地区25日至26日，受冷空气影响，内蒙古东部、东北地区中南部、华北北部等地将有4～6℃、局地可达8℃以上的降温，并伴有4～6级的偏北风。另外，受高空槽影响，25日至27日，新疆西部和北部将有小到中雪，其中，塔城、阿勒泰及天山附近的部分地区有大雪，局地有暴雪。未来具体预报24日20时至25日20时，内蒙古东北部、黑龙江大部、吉林东部及西藏东北部等地的部分地区有小雪或阵雪；南沙群岛等地有中到大雨，局地有暴雨。内蒙古东部、华北西部和北部、山东半岛、江淮东部等地的部分地区有4～6级风。南海西南部将有8～10级、阵风11级的大风，其中“天秤”中心经过的附近海域风力可达11～13级、阵风13～14级，南海东南部将有7～8级、阵风9级的旋转风转5～6级、阵风7级的偏东风，东海大部将有7～8级、阵风9～10级的西北风，台湾海峡、南海东北部将有7～8级、阵风9～10级的风。25日20时至26日20时，新疆西北部、西藏东部、青海南部等地的部分地区有小到中雪或雨夹雪，局地大雪。四川盆地西南部、海南岛中东部、台湾东部等地的部分地区有小雨，局地中雨。内蒙古东部、东北地区南部等地的部分地区有4～6级风。台湾海峡、巴士海峡、南海东北部和中东部将有7～8级、阵风9级的东北风。26日20时至27日20时，新疆西北部和西南部山区、西藏东南部等地的部分地区有中到大雪，局地暴雪；广西西部、云南南部、海南岛东部等地的部分地区有小雨，局地中雨。内蒙古中东部、东北地区大部等地的部分地区有4～6级风（见图3）。巴士海峡、南海东北部和中东部将有6～8级、阵风9级的风。,http://www.cneb.gov.cn/2017/12/25/ARTI1514158040105707.shtml
台风蓝色预警：“天秤”强度逐渐减弱 南海局部狂风暴雨,12/25/2017,国家应急广播网综合,,中国天气网讯 中央气象台25日06时继续发布台风蓝色预警：今年第27号台风“天秤”的中心25日早晨5点钟位于我国永暑礁西偏南方约350公里的南海西南部海面上，就是北纬8.4度、东经110.0度，中心附近最大风力有13级（38米/秒），中心最低气压965百帕，七级风圈半径250-320公里，十级风圈半径80公里，十二级风圈半径40公里。预计，“天秤”将以每小时25公里左右的速度继续向偏西方向移动，强度逐渐减弱，将于26日凌晨前后登陆或擦过越南南部沿海。大风预报：25日08时到26日08时，南海中西部和西南部有6-7级大风，其中南海西南部和南沙群岛的部分海域风力可达8-9级，台风中心经过的附近海域风力可达10-12级，阵风可达13-14级。降水预报：25日08时到26日08时，南海西南部和中部偏西海域有大到暴雨（50-95毫米）。防御指南：1、政府及相关部门按照职责做好防台风抢险应急工作；2、相关水域水上作业和过往船舶应当回港避风，加固港口设施，防止船舶走锚、搁浅和碰撞。,http://www.cneb.gov.cn/2017/12/25/ARTI1514143583784248.shtml
北京25日白天晴间多云 最高气温5℃,12/25/2017,国家应急广播网综合,,晴冷天气下，风力慢慢减弱。今天白天晴间多云，偏南风2、3级间4级，最高气温5℃。傍晚前后风力将逐渐减小，天干物燥，注意用火用电安全，谨防火灾。夜间气温低，早出晚归还需注意防寒保暖。,http://www.cneb.gov.cn/2017/12/25/ARTI1514157087311612.shtml
四川盆地已连续6天持续区域性污染 未来3天持续,12/24/2017,国家应急广播网综合,,中新网成都12月24日电（记者 张浪）记者14日晚从四川省环境监测总站获悉：受持续静稳、逆温、高湿等极端不利污染气象条件的影响，12月19日起四川省盆地开始出现区域性污染过程，至今天已持续6天。截至24日16时，四川自贡、资阳、内江、达州4市为重度污染，成都、绵阳、乐山、宜宾、南充、广安6市为中度污染，眉山、泸州、遂宁、巴中4市为轻度污染，其余城市为良或优。,http://www.cneb.gov.cn/2017/12/24/ARTI1514125654927127.shtml
关注冬季取暖安全 入冬以来 火灾死亡人数上升,12/24/2017,国家应急广播网综合,,央视网消息：记者从公安部消防局了解到：入冬以来，各地连续发生2起重大火灾，9起较大火灾，死亡人数环比10月份上升154%，这当中由于取暖引发的电器火灾占到了近三成。而央视记者随消防人员对各地电取暖使用情况进行了走访调查，在走访调查中发现人们在使用电取暖设备时存在不少安全误区，一些小市场违规采用大功率电取暖设备进行取暖，部分居民在电取暖设备上烘烤衣物等现象比较常见。,http://www.cneb.gov.cn/2017/12/24/ARTI1514113099798356.shtml
韩国仁川连续两天航班延误 24日傍晚有望恢复正常,12/24/2017,国家应急广播网综合,,中新网12月24日电 据韩联社报道，韩国仁川国际机场公社24日消息称，朝鲜半岛西部地区连续两天出现大雾，23日至24日，共有900余个航班被延误或取消，给大量乘客造成不便。公社方面表示，虽然航班逐渐恢复正常，但预计要到当地时间24日傍晚才能完全恢复正常。目前，仁川国际机场公社紧急派遣120名职员赶赴现场，启动24小时执勤工作，为乘客提供必要服务。但大量航班陆续被取消或延误引起乘客强烈不满。部分乘客在没有任何解释的情况下在机舱内苦等至少数小时，不少乘客只能留在机场过夜。23日上午，仁川机场发布航班起降能见度不足400米警报，能见度曾一度降至50米，随后大雾天气有所好转，但23日下午和24日凌晨机场能见度再次降至400米以下。不少乘客在社交网站发文宣泄不满，一名乘客发文称，在仁川机场等候数小时，但没有收到任何关于航班延误的准确信息，真让人气愤不已。其称可理解大雾导致航班被延误情况，但机场未向乘客如实说明情况的做法确实不可取。,http://www.cneb.gov.cn/2017/12/24/ARTI1514108754182315.shtml
辽宁锦州一果树农场发生山火 消防部门展开救援,12/24/2017,国家应急广播网综合,,24日下午1点33分，锦州消防部门接到报警，锦州一果树农场的西山头发生山火，整个山头被浓烟笼罩。据了解，这里是一个果树农场，冬天里堆积了不少苞米秸秆和稻草，火势从山脚下的苞米地开始蔓延，因风力较大，火势很快从山下烧到山顶。截止到下午三点，没有接到人员伤亡报告。消防和林业部门正在全力扑救，起火原因还在调查中。(央视记者 韦昊岩),http://www.cneb.gov.cn/2017/12/24/ARTI1514108334988295.shtml
河南多地发布大风预警 大气扩散条件转好,12/24/2017,国家应急广播网综合,,中国天气网讯 23日夜开始，河南大部地区迎来了新一轮冷空气，大风和降温天气接踵而至。预计24日白天，大部地区有4到5级西北风，阵风6-7级或以上，河南省气象台以及多地市气象台接连发布了大风蓝色预警信号。在冷空气及大风影响下，大气的扩散条件转好。23日白天，河南大部地区天气静稳，大气的扩散条件较差，能见度不佳，出现中度至重度的空气污染。23日夜，河南大部地区迎来了新一轮冷空气，开始起风。24日晨，河南省以及多地市气象台相继发布大风蓝色预警信号，预计24日白天，全省大部地区有西北风4到5级，局地阵风6到7级或以上。在冷空气及大风影响下，大气的扩散条件逐渐转好，不过大风天气里，人们的体感温度较低，外出的公众要注意防风防寒，并防范火灾的发生。24日夜里起，风力就会逐渐减小。未来三天冷空气频繁到访，全省以晴好天气为主，雨雪贫乏的天气格局还将持续下去，同时，最高气温将是一个缓慢下降的过程，24日白天西部、北部和东部地区白天的最高气温可达8-10℃，其它地区11-13℃；25-26日会在此基础上逐日下降1-2℃。气象专家提醒，近期全省天气雨水稀少，空气干燥，大家一方面要注意防风保暖，另一方面要勤补水重保湿，还要注意用火用电安全，谨防火灾。农民朋友们注意温室大棚的加固、保暖，避免发生冻害。（张玮）,http://www.cneb.gov.cn/2017/12/24/ARTI1514090932703974.shtml
台风蓝色预警：“天秤”将给我国南海带来风雨影响,12/24/2017,国家应急广播网综合,,中国天气网讯 中央气象台24日10时继续发布台风蓝色预警：今年第27号台风“天秤”的中心24号上午8点钟位于我国永暑礁东偏南方约245公里的南海东南部海面上，就是北纬8.4度、东经114.8度，中心附近最大风力有12级（35米/秒），中心最低气压970百帕，七级风圈半径250-320公里，十级风圈半径80公里，十二级风圈半径40公里。预计，“天秤”将以每小时25公里左右的速度继续向偏西方向移动，强度维持或略有加强，穿过南沙群岛附近海域后，将于26日凌晨前后趋向于越南南部沿海。大风预报：受冷空气和“天秤”的共同影响，24日14时到25日14时，南海大部有7-8级大风，南海西南部部分海域和南沙群岛的风力可达9-10级，台风中心经过的附近海域和地区风力可达11-13级，阵风可达14-15级。降雨预报：24日14时到25日14时，南海西南部和东南部偏西海域、南沙群岛部分地区有大到暴雨，局地有大暴雨（100-150毫米）。防御指南：政府及相关部门按照职责做好防台风抢险应急工作；相关水域水上作业和过往船舶应当回港避风，加固港口设施，防止船舶走锚、搁浅和碰撞。,http://www.cneb.gov.cn/2017/12/24/ARTI1514090726986937.shtml
浙江嘉兴热电厂蒸汽管道爆裂事故初步调查结果公布,12/24/2017,国家应急广播网综合,,2017年12月23日13点47分左右，位于浙江嘉兴南湖区新丰镇的嘉兴市富欣热电有限公司发生蒸汽管道爆裂事故，导致9名员工不同程度受伤。其中5名伤员经医院抢救无效死亡。目前，其余4名伤员仍在全力救治中，生命体征稳定。经初步调查，事故系富欣热电主厂房1号炉主蒸汽管道至减温减压站支管处爆裂。事故单位嘉兴市富欣热电有限公司是一家以热、电为经营范围的有限责任公司。目前，各项善后处置工作正在进行，事故原因正在进一步调查。(消息来源：央视 记者李欣蔓 齐银松),http://www.cneb.gov.cn/2017/12/24/ARTI1514090401800917.shtml
冷空气继续影响中东部地区 局地降温可达8℃以上,12/24/2017,国家应急广播网综合,,中新网12月24日电 据中央气象台网站消息，24日白天，冷空气继续影响影响我国中东部地区，局地降温可达8℃以上；另外，受今年第27号台风“天秤”和冷空气的共同影响，24日8时到25日8时，台湾海峡、巴士海峡、南海大部有7～8级大风，南海西南部部分海域和南沙群岛的风力可达9～10级。23号，新疆北部、内蒙古西部、甘肃中部、青海东北部、山西西部等地部分地区降小雪；浙江东部沿海地区出现中雨，局地大雨。今晨，四川东部、重庆西南部、浙江东南部等地出现能见度不足1千米的雾，局地能见度不足200米。24日5时较昨5时，内蒙古西部、甘肃中西部、青海东部、陕西中部、四川西北部等地部分地区出现6～8℃的降温。中央气象台预计，24日白天，冷空气继续影响影响我国中东部地区，上述地区降温4～6℃、局地可达8℃以上，并伴有4～6级、阵风7级左右的偏北风。另外，受冷空气影响，24日黄淮江淮等地霾天气将逐渐减弱或消散。此外，24日早晨至上午，四川盆地中南部有大雾天气。此外，今年第27号台风“天秤”已于24日凌晨加强为台风级，其中心早晨5点钟位于我国永暑礁东偏南方约245公里的南海东南部海面上，就是北纬8.4度、东经114.8度，中心附近最大风力有13级(35米/秒)，中心最低气压970百帕。预计，“天秤”将以每小时20～25公里的速度继续向偏西方向移动，强度还将有所加强，穿过南沙群岛附近海域后，将于 26日凌晨前后趋向于越南南部沿海。受“天秤”和冷空气的共同影响，24日08时到25日08时，台湾海峡、巴士海峡、南海大部有7～8级大风，南海西南部部分海域和南沙群岛的风力可达9～10级，台风中心经过的附近海域风力可达11～13级，阵风可达14～15级。中央气象台24日6时发布台风蓝色预警。,http://www.cneb.gov.cn/2017/12/24/ARTI1514081032250523.shtml
冷空气频繁影响我国 25日早晨长江沿线气温跌破0℃,12/24/2017,国家应急广播网综合,,中国天气网讯 随着新一股冷空气南下，今天（24日）我国中东部大部地区将出现明显降温，内蒙古东部到东北西部一带降幅达4-8℃，降温过后这一带的最高气温将降至0℃以下；华北、黄淮和江淮等地也将出现小幅降温。随着最低气温零度线南压至长江沿线，25日早晨合肥、武汉、南京的最低气温都将跌破冰点。降水方面未来四天全国将继续维持雨雪稀少的格局，27日起华南、江南南部的雨水将逐渐增多。冷空气影响中东部 内蒙古东北降温猛烈昨天在一股弱冷空气影响下，我国中东部大部地区自西向东、自北向南出现了2-6℃的小幅降温。降温区域主要集中在东北、华北一带，降温过后东北大部的气温重回个位数，华北一带的降幅在3-4℃左右。由于大气扩散条件不佳，昨天华北南部、黄淮、江淮、四川盆地等地出现了轻至中度霾，另外四川盆地、江苏南部等还出现了大雾天气。昨天夜间开始新一股冷空气自西向东影响我国中东部大部地区。中央气象台预计，今天我国中东部大部地区气温将下降4-6℃、局地下降8℃以上。随着冷空气向南推进，今天白天华北、东北到长江中下游一带地区都将出现明显降温，特别是内蒙古东部到东北西部一带是今天降温最为显著的区域之一，降幅多在4-8℃之间。随着气温下降，今天内蒙古到东北一带的最高气温普遍降至0℃以下，黑龙江等地的最高气温还将不足-10℃。随着最高气温10℃线逐步南压，今天华北多地像是北京、天津的最高气温都将降至5℃左右。另外在这股冷空气影响下，今天江淮、黄淮等地的霾天气将逐渐减弱或消散。到了明天随着冷空气继续向南推进，长江中下游各地的最高气温也将降至10℃左右。省会级城市中，合肥、武汉最高气温则会分别降到10℃、12℃。而最低气温的下降则更为明显，周一早晨最低气温零度线会再度南压到长江沿线，合肥、武汉、南京最低气温都将降至0℃以下，将是未来一周最冷的一个早晨。25-26日，又将有一股冷空气席卷北方地区，内蒙古中东部、东北地区将出现4-6℃的降温，局地降幅可达10℃。而在西部和南部地区，几乎不会受到这股冷空气的影响，气温将陆续回升。根据中央气象台发布的未来十天天气预报，这两股冷空气的到来，将给我国中东部大部地区的气温带来明显波动，不过受强度所限，降温过后除了东北之外，其余地区的气温将依然维持在偏暖的状态。未来四天全国降水稀少 27日起江南华南降水增多12月以来，除东北中北部和贵州西部等地降水较常年同期偏多外，其他地方大部降水较常年同期偏少。预计未来四天全国依然维持降水稀少的格局，北方有限的雨雪零散分布在东北以及西藏等地的部分地区。像是内蒙古东部、东北一带今明两天将会有小雪天气，但雪量不强。而北方的其他地区非但没有降雪出现，在新一轮冷空气影响下还将刮起北风，像是今天白天华北等地将先后有4级左右的偏北风出现，大风加上干燥的天气，防火压力大，需要注意警惕森林火灾的发生。而在南方，未来四天出现降雪的概率也少得可怜。通常江南、西南地区东部的初雪会在冬至节气拉开序幕，浙江、湖南、四川、江西、贵州、重庆等地常年初雪日大约是在12月下旬到1月初的冬至节气期间，但从目前预报来看，杭州、长沙、南昌初雪将很难如期而至，而浙江、湖南、江西、四川多地的初雪集体迟到或许已成定局。目前，云南北部、贵州东部、湖北西部等地部分地区存在中度气象干旱，未来几天这些地方仍然没有有效降水，气象干旱将持续或发展，提醒农民朋友注意做好防旱保墒的工作。27-28日，云南南部、华南中西部、江南南部有一次小到中雨天气过程，其中华南西部的部分地区有大雨。,http://www.cneb.gov.cn/2017/12/24/ARTI1514074336008197.shtml
24日北风进京阵风7级 平安夜风力减小最低温-6℃,12/24/2017,国家应急广播网综合,,中国天气网讯 中国天气网讯 预计今天（24日）白天，北京有四五级北风，阵风可达七级左右，最高气温6℃，傍晚前后风力将逐渐减小，平安夜最低气温-6℃，市民外出活动要注意防风保暖，谨防火灾。下周北京仍将有连日蓝天，最高气温2～6℃，最低气温-7～-3℃。今晨，北风已经进京，阵风较大，体感较寒冷。实况显示，6时15分，南郊观象台气温为3.1℃，相对湿度31%，市民出行要注意防风保暖和出行安全。处于大风蓝色预警中，今天白天北风明显，阵风较大，风干物燥，需谨防火灾。北京市气象台今早6时发布天气预报，今天白天晴，北风四五级（阵风七级左右）转三级左右，最高气温6℃；夜间晴间多云，北转南风二级左右，最低气温-6℃。预计傍晚前后风力将逐渐减小，不过出门与亲人朋友相约的话，还是要注意防风保暖，防止火灾。下周北京仍将有连日蓝天，均以晴或多云天气为主，最高气温在2～6℃之间，最低气温-7～-3℃。气象专家提醒，近期北京空气极为干燥，火险等级高，市民朋友需注意用火用电安全，杜绝火灾隐患。同时，随着气温持续降低，城市河湖水面结冰。不少市民开始在冰面上滑“野冰”，连日来，已相继发生几起落水事件，市民需注意安全第一，尽量远离野外冰上活动。,http://www.cneb.gov.cn/2017/12/24/ARTI1514074025674177.shtml
台风蓝色预警：天秤达台风级 将穿过南沙群岛附近海域,12/24/2017,国家应急广播网综合,,中国天气网讯 中央气象台24日06时发布台风蓝色预警：今年第27号台风“天秤”已于24日凌晨加强为台风级，其中心早晨5点钟位于我国永暑礁东偏南方约245公里的南海东南部海面上，就是北纬8.4度、东经114.8度，中心附近最大风力有13级（35米/秒），中心最低气压970百帕，七级风圈半径250-320公里，十级风圈半径80公里，十二级风圈半径40公里。预计，“天秤”将以每小时20-25公里的速度继续向偏西方向移动，强度还将有所加强，穿过南沙群岛附近海域后，将于26日凌晨前后趋向于越南南部沿海。大风预报：受“天秤”和冷空气的共同影响，24日08时到25日08时，台湾海峡、巴士海峡、南海大部有7-8级大风，南海西南部部分海域和南沙群岛的风力可达9-10级，台风中心经过的附近海域和地区风力可达11-13级，阵风可达14-15级。降雨预报：24日08时到25日08时，南沙群岛有大到暴雨，局地有大暴雨（100-150毫米）。防御指南：政府及相关部门按照职责做好防台风抢险应急工作；相关水域水上作业和过往船舶应当回港避风，加固港口设施，防止船舶走锚、搁浅和碰撞。,http://www.cneb.gov.cn/2017/12/24/ARTI1514073129932129.shtml
青海海西州唐古拉地区发生3.1级地震 震源深度10千米,12/24/2017,国家应急广播网综合,,中国地震台网正式测定：12月24日02时47分在青海海西州唐古拉地区（北纬33.56度，东经91.11度）发生3.1级地震，震源深度10千米。,http://www.cneb.gov.cn/2017/12/24/ARTI1514055644742774.shtml
北京发布大风蓝色预警信号 23日夜至24日阵风可达7级,12/23/2017,国家应急广播网综合,,人民网北京12月23日电 据北京市气象局官方微博消息，北京市气象台2017年12月23日17时00分发布大风蓝色预警信号，受冷空气影响，预计23日后半夜至24日白天北京市将有4、5级偏北风，阵风可达7级左右，请注意防范。,http://www.cneb.gov.cn/2017/12/23/ARTI1514043391723658.shtml
24日起 成都启动重污染天气橙色预警,12/23/2017,国家应急广播网综合,,华西都市报讯（记者杜江茜）12月22日，成都市重污染天气应急指挥办公室发布通知，12月24日零点开始，全市启动重污染天气橙色预警。按照要求，橙色预警启动后，全市将会采取二级相应措施。中心城区、郊区新城建成区：以柴油为燃料的非道路工程机械（市政府批准的重点工程及应急工程除外）停止使用；建筑垃圾运输车辆以及运输煤炭、砂石（砖）、水泥等易产生扬尘的运输车辆全天24小时禁止通行。值得注意的是，绕城高速公路G4201（不含）环线内区域，工作日的6:00至22:00时段：国Ⅲ（不含）以下排放标准的汽油车和国Ⅲ（不含）以下排放标准的柴油车禁止通行（特殊车辆除外），其他车辆（含临时号牌车辆）实行尾号限行。过境重型载货车全天24小时禁止驶入绕城高速公路G4201（含）环线内区域。为鼓励市民在重污染天气预警期间减少私家车使用、减少尾气排放，将增加城市公交、地铁等公共交通工具的营运频次；绕城高速公路G4201环线内区域（含部分站点在G4201环线以内的线路）持天府通卡乘坐公交免费，持天府通卡乘坐地铁8折优惠。交警解读过境重型载货车禁上绕城高速华西都市报讯（记者杨力）重污染天气橙色预警与黄色预警相比，到底有哪些区别？12月22日晚，成都交警作了具体解读。12月24日零时起启动重污染天气橙色预警临时交通管理措施：1、全天禁止建筑垃圾运输车辆以及运输煤炭、砂石（砖）、水泥等易产生扬尘的运输车辆在中心城区、郊区新城建成区道路上通行。2、工作日6:00至22:00，禁止国Ⅲ（不含）以下排放标准的汽油车、柴油车（特殊车辆除外）在中心城区绕城高速公路G4201（不含）以内道路上行驶。3、工作日的6:00至22:00，在中心城区绕城高速公路（不含）以内区域道路，实行汽车尾号限行，按照机动车号牌（含临时号牌）的最后一位阿拉伯数字尾号限行。4、全天24小时禁止过境重型载货车在绕城高速公路G4201（含）以内区域道路上行驶。其中，12月23日执行临时管理措施1；12月24日执行措施1和4。其余车辆不受重污染天气临时交通管理措施的限制。12月25日为星期一，上述四项临时交通管理措施都将执行。,http://www.cneb.gov.cn/2017/12/23/ARTI1514038758280591.shtml
浙江嘉兴一热电厂蒸汽管道爆裂 5人死亡4人受伤,12/23/2017,国家应急广播网综合,,央视新闻客户端消息：23日下午1点47分左右，浙江嘉兴南湖区新丰镇富欣热电发生蒸汽管道爆裂事故。事故发生后，共有9名受伤人员被送医救治。截至目前，5人经抢救无效死亡，另外4名伤者生命体征稳定。据了解，事故现场在富欣热电锅炉操作间，事故发生时现场有大量蒸汽，没有浓烟，没有发现明火。目前企业相关责任人员已被控制，事故原因正在调查之中。（央视记者 李欣蔓 齐银松）,http://www.cneb.gov.cn/2017/12/23/ARTI1514037468000571.shtml
四川区域性污染已持续5天 24日污染态势有改善,12/23/2017,国家应急广播网综合,,四川在线消息（记者殷鹏）12月23日，记者从省环境监测总站获悉，受持续静稳、逆温、高湿等极端不利污染气象条件的影响，12月19日起四川省盆地开始出现区域性污染过程，至23日已持续5天。预计24日，盆地污染态势将有改善，25日至26日污染有所反弹。22日全省21个市州政府所在地城市PM2.5的日平均浓度较前日升高了10.5%，其中成都、自贡、德阳、达州4市为重度污染，绵阳、内江、乐山、眉山、宜宾、雅安6市为中度污染，泸州、广元、遂宁、南充、广安、巴中、资阳7市为轻度污染，其余城市为优或良。截至23日16时，德阳、自贡、资阳、达州、广安5市为重度污染，绵阳、乐山、眉山、内江、宜宾、泸州、南充、巴中8市为中度污染，成都、遂宁2市为轻度污染，其余城市为良或优。预计：24日，盆地西部和南部局部城市为中度至重度污染，盆地西部部分、南部大部和东北部局部城市为轻度至中度污染，盆地其余城市为良至轻度污染。25日，盆地西部局部、南部部分和东北部局部城市为中度至重度污染，盆地西部部分、南部局部和东北部局部城市为轻度至中度污染，盆地其余城市为良至轻度污染。26日，盆地西部部分、南部局部城市为中度至重度污染，盆地西部局部、南部大部和东北部局部城市为轻度至中度污染，盆地其余城市为良至轻度污染。请广大市民朋友密切关注空气质量的变化，在空气质量污染时尽可能减少户外活动时间，关好门窗、多喝水、少吃刺激性食物、外出时请戴好口罩、做好健康防护；同时请大家节约能源，尽量低碳出行，对企业、工地、露天烧烤和焚烧等污染空气的违法行为进行监督，减少大气污染物排放，共同为空气质量的改善做出贡献。,http://www.cneb.gov.cn/2017/12/23/ARTI1514035901332514.shtml
浙江嘉兴一热电厂发生蒸汽管道爆裂致4人死亡,12/23/2017,国家应急广播网综合,,新华社杭州12月23日电（记者俞菀）记者从浙江省嘉兴市南湖区政府新闻办获悉，23日13时47分左右，嘉兴市南湖区新丰镇富欣热电厂锅炉操作间发生蒸汽管道爆裂，导致9名工作人员受伤，受伤人员均在第一时间被送医救治。截至19时，伤者中4人经医院全力抢救无效死亡。事故发生后，南湖区立即启动应急处置程序，企业相关责任人员已被控制，事故原因正在调查中。,http://www.cneb.gov.cn/2017/12/23/ARTI1514035017942434.shtml
一台湾旅游团在丽江发生车辆侧翻事故 12人受伤,12/23/2017,国家应急广播网综合,,央视新闻客户端消息：12月22日中午，一台湾旅游团在从云南省丽江市宁蒗县前往泸沽湖行程中，因道路结冰车辆发生侧翻，造成车上12人（台湾籍10人，其中1名为领队）不同程度受伤。事件发生后，当地旅游、台办、交警、医疗等部门立即响应，第一时间全力救治伤员。目前，由丽江市人民医院住院收治伤员5名，并由保险公司先行垫付了医疗费用，其余人员均妥善安置。根据病情鉴定及游客个人意愿，从24日开始，台湾籍游客将陆续返回台湾。（央视记者 崔晨韬）,http://www.cneb.gov.cn/2017/12/23/ARTI1514032428649376.shtml
山东潍坊爆燃致7人死 安监总局:加强"煤改气"管理,12/23/2017,国家应急广播网综合,,新华社北京12月23日电 记者23日从国家安全监管总局获悉，安监总局日前通报山东日科化学股份有限公司“12·19”爆燃事故情况，要求强化提高对“煤改气”过程中安全风险的认识，加强变更过程安全管理，健全完善相关规程要求，严格从业人员资格准入，强化安全教育培训。12月19日9时15分左右，位于山东省潍坊市的日科化学股份有限公司年产1．5万吨塑料改性剂（AMB）生产装置发生爆燃事故，造成7人死亡、4人受伤。经初步分析，事故直接原因是：天然气通过新增设的直接燃烧加热系统串入了干燥系统，并与干燥系统内空气形成爆炸性混合气体，在启动不具备启用条件的天然气加热系统的过程中遇点火源引发爆燃。事故详细原因正在进一步调查中。国家安全监管总局认为，该起事故暴露出企业安全风险意识差，对“煤改气”产生的安全风险辨识不足，变更管理缺失，新增的天然气加热系统未经正规设计，没有操作规程，有关管理及操作人员专业素质不满足安全生产要求，地方政府和有关部门对“煤改气”过程安全重视不够、监管不到位等问题。国家安全监管总局要求，要强化提高对“煤改气”过程中安全风险的认识，高度关注“煤改气”过程中出现的新情况、新问题，强化安全风险预判，有针对性地采取应对措施，及时削减管控安全风险。准备实施或正在实施“煤改气”的化工企业，要立即对改造方案进行风险辨识，根据辨识结果，进一步完善改进安全风险管控方案；已经完成改造的化工企业，要立即开展安全隐患排查，存在问题的要立即进行整改。相关天然气供应企业要认真履行社会责任，加强对化工企业“煤改气”工作的技术指导和支持。各级安全监管部门要组织对辖区内涉及“煤改气”的化工企业进行全面摸底排查，督促指导有关企业严格落实相关要求，确保“煤改气”安全风险得到有效管控。,http://www.cneb.gov.cn/2017/12/23/ARTI1514027533710239.shtml
深圳地铁11号线列车行驶中发生碾压事件 一人身亡,12/23/2017,国家应急广播网综合,,人民网深圳12月23日电 据深圳市公安局公交分局官方微博“深圳公交公安”12月23日15时30分许通报，12月23日12时6分许，接深圳地铁公司报警称：地铁11号线列车从机场行驶至碧海站时碾压到不明物体。接报后，警方立即赶赴现场处置。经核查，一人（具体身份待核）被碾压身亡。目前，相关情况正在进一步调查中。,http://www.cneb.gov.cn/2017/12/23/ARTI1514021582606162.shtml
北京市气象台发布大风蓝色预警信号,12/23/2017,国家应急广播网综合,,中国天气网讯 北京市气象台2017年12月23日17时发布大风蓝色预警信号：受冷空气影响，预计23日后半夜至24日白天北京将有4、5级偏北风，阵风可达7级左右，请注意防范。防御指南:1、政府、有关部门和单位按照职责做好防大风准备工作，密切关注森林、草场和城区防火，机场、铁路和交通管理部门应采取措施保障交通安全；2、停止高空、水上户外作业和游乐活动；3、加固围板、棚架、广告牌等易被大风吹动的搭建物，妥善安置易受大风损坏的室外物品；检查大棚薄膜，粘补漏洞，暂停农田灌溉；4、行人尽量少骑自行车，在施工工地附近行走时应尽量远离工地并快速通过；行人与车辆不要在高大建筑物、广告牌、临时搭建物或大树的下方停留；5、街道、社区、村庄和家庭应加强防火意识，适时采取有效措施，消除火灾隐患。,http://www.cneb.gov.cn/2017/12/23/ARTI1514020278053991.shtml
肺癌、乳腺癌分别居中国男性、女性肿瘤发病首位,12/23/2017,国家应急广播网综合,,新华社北京12月23日电（记者余晓洁 田晓航）国家癌症中心日前发布的2017中国肿瘤的现状和趋势报告显示：目前中国肿瘤发病居前五位的依次为：肺癌、胃癌、肝癌、食管癌和结直肠癌。肺癌、乳腺癌分别居中国男性、女性肿瘤发病首位。恶性肿瘤是导致居民死亡的主要原因，也是影响人类健康的重大公共卫生问题。报告指出，预防难、发现晚、不好治和不规范，是中国肿瘤防控四大难点。随着健康中国战略的逐步落实，中国正在紧锣密鼓地推进肿瘤防控事业，集中优势力量开展疑难高发癌症治疗专项重点攻关。专家表示，从正常细胞发展到危及生命的恶性肿瘤，大多会经历癌前病变阶段，而从癌前病变发展成为侵袭性癌症一般需要１０年或者更长的时间。其中癌前病变的一个重要特征就是具有可逆性。如果能够在癌前病变阶段“做文章”，就可能有效地阻止侵袭性癌症的发生。,http://www.cneb.gov.cn/2017/12/23/ARTI1514018962720799.shtml
